Dataset,N,Method,Seed,Macro-F1,Weighted-F1,Accuracy,Balanced_Acc,G-Mean,AUC,Train_Time_Sec,Inference_Time_Sec,Peak_Memory_MB,Params_M,F1_Class_0,F1_Class_1,F1_Class_2,Eval-Split
TweetEval,1000,LoRA-Balanced,1001,0.7603804312422643,0.7603804312422644,0.7666666666666667,0.7666666666666666,0.750765440757058,0.9049999999999999,51.3130156993866,0.3215036392211914,1934.48291015625,0.887043,0.8067226890756303,0.6744186046511628,0.8,bestparams_rerun
TweetEval,1000,LoRA-Focal,1001,0.6836763865065753,0.6836763865065753,0.6933333333333334,0.6933333333333334,0.6707395116742926,0.8799333333333333,73.83757638931274,0.31642985343933105,1934.4833984375,0.887043,0.7735849056603774,0.5227272727272727,0.7547169811320755,bestparams_rerun
TweetEval,1000,LoRA-LDAM,1001,0.7098806424297365,0.7098806424297364,0.7066666666666667,0.7066666666666667,0.695976922650517,0.8771999999999999,75.3779764175415,0.3214223384857178,1934.4833984375,0.887043,0.7777777777777778,0.6771653543307087,0.6746987951807228,bestparams_rerun
TweetEval,1000,LoRA-LogitAdj,1001,0.7403618839789052,0.7403618839789051,0.74,0.7399999999999999,0.737709009036208,0.9079333333333333,71.69003868103027,0.32055115699768066,1934.4833984375,0.887043,0.7884615384615384,0.6666666666666666,0.7659574468085106,bestparams_rerun
TweetEval,1000,LoRA-Ours,1001,0.742249343164675,0.742249343164675,0.7466666666666667,0.7466666666666667,0.7335995360462795,0.9199999999999999,70.07820057868958,0.3839409351348877,2013.11328125,6.893704,0.8173913043478261,0.631578947368421,0.7777777777777778,bestparams_rerun
TweetEval,1000,LoRA-Vanilla,1001,0.6927730684556312,0.6927730684556312,0.6866666666666666,0.6866666666666666,0.6740425382668287,0.8966,74.22559332847595,0.31938767433166504,1934.482421875,0.887043,0.7142857142857143,0.6567164179104478,0.7073170731707317,bestparams_rerun
TweetEval,1000,DoRA-Balanced,2024,0.7455234062573513,0.7455234062573513,0.7466666666666667,0.7466666666666667,0.7408123535702676,0.8997333333333333,90.21555519104004,0.4847731590270996,2445.20458984375,0.914691,0.8073394495412844,0.66,0.7692307692307693,bestparams_rerun
TweetEval,1000,Full-FineTuning,2024,0.7056837575895489,0.7056837575895489,0.72,0.7200000000000001,0.6872353140875739,0.8875333333333333,66.6925253868103,0.21474289894104004,3212.01513671875,124.647939,0.8099173553719008,0.5411764705882353,0.7659574468085106,bestparams_rerun
TweetEval,1000,LoRA-Ablation-NoHSP,2024,0.6872560205370605,0.6872560205370604,0.7,0.6999999999999998,0.6714204659609153,0.8828666666666667,70.74894714355469,0.5004956722259521,2012.8291015625,1.576067,0.8173913043478261,0.5227272727272727,0.7216494845360825,bestparams_rerun
TweetEval,1000,LoRA-Ablation-NoMem,2024,0.7143376068376068,0.7143376068376068,0.7133333333333334,0.7133333333333333,0.7125360605530653,0.8709333333333333,72.02290344238281,0.3360257148742676,2070.32568359375,6.20468,0.76,0.6538461538461539,0.7291666666666666,bestparams_rerun
