Dataset,N,Method,Seed,Macro-F1,Weighted-F1,Accuracy,Balanced_Acc,G-Mean,AUC,Train_Time_Sec,Inference_Time_Sec,Peak_Memory_MB,Params_M,F1_Class_0,F1_Class_1,F1_Class_2,F1_Class_3,F1_Class_4,F1_Class_5,Eval-Split,SweepSmoothing
SMP2020,2000,LoRA-Focal,45,0.6696312218818612,0.6696312218818613,0.67,0.6699999999999999,0.6597853386097041,0.9172266666666666,124.2715003490448,0.6218302249908447,2009.16259765625,0.88935,0.6222222222222222,0.6050420168067226,0.72,0.8043478260869565,0.7207207207207207,0.5454545454545454,smp2000_sharedcheck,
SMP2020,2000,LoRA-LDAM,45,0.5926206101562833,0.5926206101562833,0.6066666666666667,0.6066666666666666,0.5645125416658895,0.9085200000000001,97.04130721092224,0.6370413303375244,2009.16259765625,0.88935,0.651685393258427,0.3855421686746988,0.7288135593220338,0.6285714285714286,0.7111111111111111,0.45,smp2000_sharedcheck,
SMP2020,2000,LoRA-LogitAdj,45,0.6977859752477139,0.6977859752477139,0.6966666666666667,0.6966666666666667,0.6924094359706418,0.9253466666666665,97.52822923660278,0.6351289749145508,2009.16259765625,0.88935,0.6739130434782609,0.5961538461538461,0.7155963302752294,0.8210526315789474,0.76,0.62,smp2000_sharedcheck,
SMP2020,2000,LoRA-Ours,45,0.6811584773975876,0.6811584773975875,0.68,0.68,0.6716119103376069,0.9169866666666667,135.28077006340027,0.842271089553833,2082.853515625,6.898318,0.6153846153846154,0.6218487394957983,0.7289719626168224,0.813953488372093,0.7090909090909091,0.5977011494252874,s2k_proper,
SMP2020,2000,LoRA-Vanilla,45,0.6020839648240549,0.6020839648240549,0.62,0.62,0.5786404215842565,0.9194399999999999,120.90977931022644,0.6380259990692139,2009.16162109375,0.88935,0.6434782608695652,0.43243243243243246,0.7017543859649122,0.6666666666666666,0.6881720430107527,0.48,smp2000_sharedcheck,
SMP2020,2000,DoRA-Balanced,123,0.6937759769774826,0.6937759769774826,0.6933333333333334,0.6933333333333334,0.6858049260070982,0.91668,113.38741660118103,0.9439706802368164,2480.9111328125,0.916998,0.6730769230769231,0.5523809523809524,0.7572815533980582,0.8297872340425532,0.7222222222222222,0.627906976744186,smp2000_sharedcheck,
SMP2020,2000,Full-FineTuning,123,0.6970903076957674,0.6970903076957675,0.6966666666666667,0.6966666666666667,0.6905149224473504,0.9095599999999999,105.05285120010376,0.4089171886444092,3087.3310546875,102.272262,0.6336633663366337,0.5742574257425742,0.7222222222222222,0.8297872340425532,0.7843137254901961,0.6382978723404256,smp2000_sharedcheck,
SMP2020,2000,LoRA-Ablation-NoHSP,123,0.6732658296520189,0.6732658296520189,0.6766666666666666,0.6766666666666667,0.6594739747507017,0.9154133333333334,98.0414764881134,1.1416466236114502,2017.75927734375,1.578374,0.6545454545454545,0.5227272727272727,0.76,0.8260869565217391,0.688,0.5882352941176471,s2k_ablation,
SMP2020,2000,LoRA-Ablation-NoMem,123,0.6835023748181643,0.6835023748181643,0.6833333333333333,0.6833333333333332,0.6754773320531596,0.9118400000000001,75.33547115325928,0.6748254299163818,2072.0654296875,6.209294,0.6491228070175439,0.5576923076923077,0.76,0.8080808080808081,0.7070707070707071,0.6190476190476191,s2k_ablation,
SMP2020,2000,LoRA-Balanced,123,0.6927204008382293,0.6927204008382293,0.6933333333333334,0.6933333333333334,0.6852560224277383,0.9131733333333334,111.75958204269409,0.660670280456543,2009.162109375,0.88935,0.672566371681416,0.56,0.76,0.8,0.7358490566037735,0.627906976744186,smp2000_sharedcheck,
