Dataset,N,Method,Seed,Macro-F1,Weighted-F1,Accuracy,Balanced_Acc,G-Mean,AUC,Train_Time_Sec,Inference_Time_Sec,Peak_Memory_MB,Params_M,F1_Class_0,F1_Class_1,F1_Class_2
TweetEval,2000,AHSP-Max+Mean,1001,0.7066885066885066,0.7066885066885067,0.7133333333333334,0.7133333333333333,0.6994172019901748,0.8387333333333333,95.47959280014038,0.5520529747009277,1947.919921875,5.714056,0.7927927927927928,0.6000000000000001,0.7272727272727272
TweetEval,2000,AHSP-Max+Attn,45,0.6732428585088489,0.6732428585088489,0.68,0.68,0.6633075473479758,0.8226666666666667,124.47293734550476,0.5417354106903076,2465.8984375,5.714056,0.7766990291262137,0.5393258426966293,0.7037037037037037
TweetEval,2000,AHSP-Max+Attn,123,0.724669070023873,0.724669070023873,0.7266666666666667,0.7266666666666666,0.7219699140580069,0.8368666666666668,106.23422455787659,0.547389030456543,2247.162109375,5.714056,0.7850467289719626,0.6597938144329897,0.7291666666666667
TweetEval,2000,AHSP-Max+Attn,789,0.6915043290043291,0.6915043290043291,0.6933333333333334,0.6933333333333334,0.6873369310214943,0.827,91.65774059295654,0.5444588661193848,2465.6640625,5.714056,0.780952380952381,0.6060606060606062,0.6875
TweetEval,2000,AHSP-Max+Attn,2024,0.7360410802740031,0.736041080274003,0.74,0.7399999999999999,0.730988839459246,0.8501333333333333,120.12979412078857,0.5682821273803711,2489.5546875,5.714056,0.8108108108108109,0.6526315789473685,0.7446808510638298
TweetEval,2000,AHSP-Max+Attn,1001,0.7010461119372011,0.7010461119372011,0.7,0.7000000000000001,0.6975807642761501,0.8342666666666667,113.72352290153503,0.5486159324645996,1966.0693359375,5.714056,0.7472527472527474,0.6336633663366336,0.7222222222222223
TweetEval,2000,AHSP-Mean+Attn,45,0.6393512779944439,0.6393512779944439,0.6466666666666666,0.6466666666666666,0.6276810692099557,0.8198666666666666,85.95898962020874,0.5434701442718506,2471.5234375,5.714056,0.7636363636363636,0.4946236559139785,0.6597938144329897
TweetEval,2000,AHSP-Mean+Attn,123,0.7015904627555113,0.7015904627555113,0.7133333333333334,0.7133333333333333,0.6887901504147176,0.8449333333333332,75.5460193157196,0.5494911670684814,2247.943359375,5.714056,0.7863247863247863,0.6,0.7184466019417476
TweetEval,2000,AHSP-Mean+Attn,789,0.6723821499618009,0.6723821499618009,0.6733333333333333,0.6733333333333333,0.6671640732322085,0.8136666666666666,123.68311738967896,0.595343828201294,2465.6640625,5.714056,0.7547169811320756,0.5742574257425743,0.6881720430107526
TweetEval,2000,AHSP-Mean+Attn,2024,0.7115121678868853,0.7115121678868854,0.72,0.7200000000000001,0.7006796120773449,0.8390666666666666,89.12563633918762,0.5408315658569336,2489.5546875,5.714056,0.7610619469026547,0.5813953488372093,0.792079207920792
TweetEval,2000,AHSP-Mean+Attn,1001,0.7019145802650956,0.7019145802650957,0.7,0.6999999999999998,0.6992372644463477,0.8330666666666667,91.50050377845764,0.5452368259429932,1965.69140625,5.714056,0.7628865979381443,0.6285714285714286,0.7142857142857142
TweetEval,2000,No-AHSP,45,0.7028336702929945,0.7028336702929945,0.7,0.6999999999999998,0.6986313393036774,0.8248666666666665,197.62873601913452,0.5250413417816162,2420.64794921875,1.576067,0.7872340425531915,0.6153846153846153,0.7058823529411765
TweetEval,2000,No-AHSP,123,0.6965717512301363,0.6965717512301363,0.7,0.7000000000000001,0.6912098078169351,0.8218666666666667,106.8065996170044,0.5202350616455078,2197.00537109375,1.576067,0.7818181818181817,0.6122448979591836,0.6956521739130435
TweetEval,2000,No-AHSP,789,0.6846512416306466,0.6846512416306465,0.6933333333333334,0.6933333333333334,0.6738664100805334,0.8292666666666667,93.4038233757019,0.5273690223693848,2417.42919921875,1.576067,0.7826086956521738,0.5555555555555556,0.7157894736842104
TweetEval,2000,No-AHSP,2024,0.6897375820056233,0.6897375820056233,0.7,0.7000000000000001,0.6788214881060004,0.8241999999999999,103.5432677268982,0.5325596332550049,2438.28857421875,1.576067,0.8,0.5681818181818182,0.7010309278350516
TweetEval,2000,No-AHSP,1001,0.6791443850267379,0.679144385026738,0.68,0.68,0.6750622713469587,0.8064666666666668,96.64241313934326,0.5376324653625488,1902.57275390625,1.576067,0.7647058823529411,0.5858585858585857,0.686868686868687
