Dataset,N,Method,Seed,Macro-F1,Weighted-F1,Accuracy,Balanced_Acc,G-Mean,AUC,Train_Time_Sec,Inference_Time_Sec,Peak_Memory_MB,Params_M,F1_Class_0,F1_Class_1,F1_Class_2,F1_Class_3,F1_Class_4,F1_Class_5
SMP2020,1000,AHSP-OnlyAttn,1001,0.6494816140954861,0.649481614095486,0.6466666666666666,0.6466666666666667,0.637253255265726,0.9023866666666667,138.04332613945007,1.0914936065673828,2075.642578125,4.539022,0.54,0.5652173913043478,0.7222222222222222,0.8387096774193549,0.7216494845360825,0.509090909090909
SMP2020,1000,AHSP-OnlyMax,1001,0.6808712444592322,0.6808712444592322,0.68,0.68,0.670582404506468,0.9202,138.18445658683777,1.111604928970337,2065.64990234375,4.539022,0.5434782608695652,0.5714285714285714,0.7254901960784313,0.8602150537634409,0.7692307692307693,0.6153846153846154
SMP2020,1000,AHSP-OnlyMean,1001,0.6561918391382974,0.6561918391382974,0.6533333333333333,0.6533333333333333,0.6440078084856768,0.9010933333333333,135.8881320953369,1.069833517074585,2066.37548828125,4.539022,0.54,0.5714285714285714,0.7222222222222222,0.8387096774193549,0.7422680412371134,0.5225225225225225
SMP2020,1000,No-AHSP,1001,0.6725161407837671,0.672516140783767,0.67,0.6699999999999999,0.6632309662046245,0.9203066666666665,111.67016673088074,1.1734611988067627,2033.5908203125,1.578374,0.5925925925925926,0.5882352941176471,0.7115384615384616,0.851063829787234,0.75,0.5416666666666666
SMP2020,1000,AHSP-Max+Attn,2024,0.7011946128999259,0.7011946128999259,0.7033333333333334,0.7033333333333333,0.6885356339128896,0.9107066666666666,169.21400666236877,1.2508468627929688,2097.642578125,5.71867,0.5301204819277109,0.6422018348623854,0.7207207207207207,0.8478260869565217,0.8316831683168316,0.6346153846153846
SMP2020,1000,AHSP-Max+Mean,2024,0.7013737923650565,0.7013737923650565,0.7033333333333334,0.7033333333333333,0.6885356339128896,0.9107333333333334,165.40916633605957,1.0882129669189453,2088.40576171875,5.71867,0.5238095238095238,0.6363636363636364,0.7339449541284404,0.8478260869565217,0.8316831683168316,0.6346153846153846
SMP2020,1000,AHSP-Mean+Attn,2024,0.6818605796714077,0.6818605796714078,0.6833333333333333,0.6833333333333332,0.6713789947329691,0.8982133333333334,154.25591588020325,1.1837027072906494,2098.763671875,5.71867,0.6086956521739131,0.5531914893617021,0.7619047619047619,0.8041237113402062,0.8076923076923077,0.5555555555555556
SMP2020,1000,AHSP-OnlyAttn,2024,0.7005546572446432,0.7005546572446432,0.7,0.7000000000000001,0.6918213772434463,0.9036,150.59827780723572,1.0928401947021484,2075.642578125,4.539022,0.5869565217391305,0.5904761904761905,0.7619047619047619,0.8387096774193549,0.803921568627451,0.6213592233009708
SMP2020,1000,AHSP-OnlyMax,2024,0.7133577654682499,0.7133577654682498,0.7133333333333334,0.7133333333333334,0.704387362753423,0.9118133333333334,126.82151532173157,1.0917792320251465,2065.64990234375,4.539022,0.6037735849056604,0.6185567010309279,0.7387387387387387,0.8444444444444444,0.8301886792452831,0.6444444444444445
SMP2020,1000,AHSP-OnlyMean,2024,0.7002691061309939,0.7002691061309939,0.7,0.7000000000000001,0.6918213772434463,0.9037866666666666,148.87338542938232,1.0579724311828613,2065.63134765625,4.539022,0.5869565217391305,0.5904761904761905,0.7619047619047619,0.8387096774193549,0.7961165048543689,0.6274509803921569
SMP2020,1000,No-AHSP,2024,0.7018499335063013,0.7018499335063013,0.7033333333333334,0.7033333333333333,0.6907348736536224,0.9213999999999999,123.16575741767883,0.7967391014099121,2033.5908203125,1.578374,0.5227272727272727,0.6226415094339622,0.7572815533980582,0.8387096774193549,0.8155339805825242,0.6542056074766355
SMP2020,2000,AHSP-Max+Attn,45,0.7195727806007003,0.7195727806007002,0.7166666666666667,0.7166666666666667,0.7135705019362119,0.9294133333333332,124.77785682678223,1.9357097148895264,2074.2705078125,5.71867,0.7032967032967034,0.5961538461538461,0.7346938775510204,0.8351648351648352,0.7524752475247525,0.6956521739130435
SMP2020,2000,AHSP-Max+Mean,45,0.7195727806007003,0.7195727806007002,0.7166666666666667,0.7166666666666667,0.7135705019362119,0.9290933333333333,115.16359853744507,1.764176368713379,2067.8828125,5.71867,0.7032967032967034,0.5961538461538461,0.7346938775510204,0.8351648351648352,0.7524752475247525,0.6956521739130435
SMP2020,2000,AHSP-Mean+Attn,45,0.6864656571183075,0.6864656571183074,0.6866666666666666,0.6866666666666665,0.6764572555357068,0.9069066666666666,139.97849678993225,1.2562460899353027,2076.7705078125,5.71867,0.6666666666666666,0.5607476635514018,0.7102803738317757,0.8260869565217391,0.7766990291262136,0.5783132530120482
SMP2020,2000,AHSP-OnlyAttn,45,0.7143163467693049,0.7143163467693048,0.71,0.71,0.7071296481138626,0.91996,131.5154664516449,1.381666660308838,2054.7705078125,4.539022,0.6382978723404256,0.6349206349206349,0.782608695652174,0.7835051546391752,0.7526881720430108,0.6938775510204082
SMP2020,2000,AHSP-OnlyMax,45,0.6918943485572714,0.6918943485572714,0.69,0.6900000000000001,0.6850476552037048,0.9177200000000001,147.16984677314758,1.410731315612793,2046.5078125,4.539022,0.6526315789473685,0.6071428571428571,0.7307692307692307,0.8181818181818182,0.7339449541284404,0.6086956521739131
SMP2020,2000,AHSP-OnlyMean,45,0.6680691485880744,0.6680691485880743,0.67,0.6699999999999999,0.6560169303045965,0.9025866666666666,161.4477345943451,1.3988637924194336,2049.7578125,4.539022,0.6534653465346535,0.5663716814159292,0.7428571428571429,0.8,0.7207207207207207,0.525
SMP2020,2000,No-AHSP,45,0.6688525893787881,0.668852589378788,0.67,0.67,0.6643969427653432,0.9113066666666668,172.3277885913849,1.0642380714416504,2026.50927734375,1.578374,0.651685393258427,0.56,0.7326732673267327,0.7222222222222222,0.7326732673267327,0.6138613861386139
SMP2020,2000,AHSP-Max+Attn,123,0.7025852728391722,0.702585272839172,0.7,0.7000000000000001,0.6975036015479922,0.91888,114.66055393218994,1.6649689674377441,2070.8955078125,5.71867,0.7216494845360825,0.603448275862069,0.72,0.8163265306122449,0.7157894736842105,0.6382978723404256
SMP2020,2000,AHSP-Max+Mean,123,0.7023400147291453,0.7023400147291452,0.7,0.7000000000000001,0.6975036015479922,0.9188666666666664,102.95447850227356,1.5235660076141357,2064.7578125,5.71867,0.7216494845360825,0.6086956521739131,0.72,0.8163265306122449,0.7157894736842105,0.631578947368421
