Dataset,N,Method,Seed,Macro-F1,Weighted-F1,Accuracy,Balanced_Acc,G-Mean,AUC,Train_Time_Sec,Inference_Time_Sec,Peak_Memory_MB,Params_M,F1_Class_0,F1_Class_1,F1_Class_2,F1_Class_3,F1_Class_4,F1_Class_5
SMP2020,2000,LoRA-Focal,45,0.7327405850098802,0.7327405850098802,0.73,0.73,0.7251200611396982,0.9321600000000001,136.71577668190002,1.1978111267089844,1973.91259765625,0.88935,0.712871287128713,0.6363636363636365,0.7777777777777777,0.8695652173913043,0.7956989247311828,0.6041666666666666
SMP2020,2000,LoRA-LDAM,123,0.6764051453487788,0.6764051453487788,0.6833333333333333,0.6833333333333332,0.6589699815534603,0.92984,224.33614873886108,1.2365164756774902,1973.91259765625,0.88935,0.6382978723404256,0.4819277108433735,0.7758620689655172,0.6771653543307087,0.8260869565217391,0.6590909090909091
SMP2020,2000,LoRA-LDAM,789,0.7012636274804417,0.7012636274804417,0.7133333333333334,0.7133333333333334,0.6859024979276009,0.9260666666666667,207.76236391067505,1.2107245922088623,1973.91259765625,0.88935,0.6902654867256637,0.625,0.7927927927927928,0.7610619469026547,0.8000000000000002,0.5384615384615385
SMP2020,2000,LoRA-LDAM,2024,0.6792181010001039,0.6792181010001038,0.69,0.69,0.6618395427774542,0.9223066666666667,198.68087482452393,1.209700107574463,1973.91259765625,0.88935,0.66,0.54,0.7678571428571428,0.7586206896551725,0.8282828282828283,0.5205479452054794
SMP2020,2000,LoRA-LDAM,1001,0.6798479040739102,0.6798479040739103,0.6866666666666666,0.6866666666666665,0.6692543155020144,0.9227333333333334,140.60215306282043,1.1959552764892578,1973.91259765625,0.88935,0.588235294117647,0.5473684210526315,0.75,0.8000000000000002,0.761904761904762,0.631578947368421
SMP2020,2000,LoRA-LDAM,45,0.667109988833786,0.667109988833786,0.6833333333333333,0.6833333333333332,0.6419405427000556,0.9254533333333335,184.83836698532104,1.211580753326416,1973.91259765625,0.88935,0.6153846153846154,0.5981308411214953,0.7394957983193275,0.8037383177570094,0.8349514563106797,0.410958904109589
SMP2020,2000,LoRA-LogitAdj,123,0.7363382993817776,0.7363382993817776,0.7366666666666667,0.7366666666666667,0.7282179341359907,0.9388666666666667,209.7177505493164,1.226508617401123,1973.91259765625,0.88935,0.6956521739130435,0.576923076923077,0.7818181818181817,0.8484848484848485,0.8484848484848485,0.6666666666666666
SMP2020,2000,LoRA-LogitAdj,789,0.7205066604164226,0.7205066604164226,0.7233333333333334,0.7233333333333333,0.715970563002149,0.93192,141.32490372657776,1.209716796875,1973.91259765625,0.88935,0.6521739130434783,0.6857142857142857,0.8000000000000002,0.8000000000000002,0.7547169811320756,0.6304347826086957
SMP2020,2000,LoRA-LogitAdj,2024,0.7320296605758744,0.7320296605758745,0.7333333333333333,0.7333333333333334,0.7239778357862897,0.93208,179.96637344360352,1.2329037189483643,1973.91259765625,0.88935,0.6875,0.616822429906542,0.8037383177570094,0.8543689320388349,0.8210526315789474,0.6086956521739131
SMP2020,2000,LoRA-LogitAdj,1001,0.7385625234406558,0.7385625234406558,0.74,0.7399999999999999,0.7322212860681374,0.9401333333333334,219.93475246429443,1.2140765190124512,1973.91259765625,0.88935,0.6862745098039216,0.607843137254902,0.7962962962962963,0.8653846153846153,0.7789473684210526,0.6966292134831461
SMP2020,2000,LoRA-LogitAdj,45,0.7412032673773975,0.7412032673773975,0.7433333333333333,0.7433333333333333,0.7326647340545739,0.9332799999999999,166.9316964149475,1.1944046020507812,1973.91259765625,0.88935,0.6938775510204083,0.577319587628866,0.8181818181818182,0.8958333333333334,0.7663551401869159,0.6956521739130435
SMP2020,2000,Full-FineTuning,123,0.7080027184417865,0.7080027184417865,0.7133333333333334,0.7133333333333333,0.6963048864008158,0.9324133333333333,208.2945418357849,1.1215009689331055,3026.94873046875,102.272262,0.6607142857142857,0.5376344086021505,0.780952380952381,0.8076923076923077,0.819047619047619,0.6419753086419753
SMP2020,2000,Full-FineTuning,789,0.7319340637946,0.7319340637945999,0.7366666666666667,0.7366666666666667,0.7234134307418423,0.92604,170.39722895622253,1.1323981285095215,3022.57373046875,102.272262,0.6739130434782609,0.6024096385542169,0.8037383177570094,0.8247422680412372,0.7850467289719626,0.7017543859649122
SMP2020,2000,Full-FineTuning,2024,0.7226129242125606,0.7226129242125606,0.7266666666666667,0.7266666666666666,0.7126967583143531,0.9195333333333333,196.81100130081177,1.110403299331665,3022.57373046875,102.272262,0.6842105263157895,0.5681818181818182,0.7889908256880733,0.8712871287128714,0.7708333333333333,0.6521739130434783
SMP2020,2000,Full-FineTuning,1001,0.735023282864263,0.7350232828642631,0.74,0.7399999999999999,0.7261149042504629,0.9346533333333332,199.29854536056519,1.1086375713348389,3022.57373046875,102.272262,0.693069306930693,0.6117647058823529,0.7894736842105263,0.8631578947368421,0.7787610619469026,0.6739130434782609
SMP2020,2000,Full-FineTuning,45,0.7223323123489526,0.7223323123489526,0.7266666666666667,0.7266666666666666,0.7130188175994744,0.9298000000000001,182.77264285087585,1.106929063796997,3022.57373046875,102.272262,0.6666666666666666,0.5940594059405941,0.8000000000000002,0.8453608247422681,0.8,0.627906976744186
