Dataset,N,Method,Seed,Macro-F1,Weighted-F1,Accuracy,Balanced_Acc,G-Mean,AUC,Train_Time_Sec,Inference_Time_Sec,Peak_Memory_MB,Params_M,F1_Class_0,F1_Class_1,F1_Class_2,F1_Class_3,F1_Class_4,F1_Class_5
SMP2020,2000,LoRA-Vanilla,789,0.6955687448735576,0.6955687448735575,0.7,0.7000000000000001,0.6872092498271678,0.9206133333333333,278.74750781059265,1.222341537475586,1973.91162109375,0.88935,0.6851851851851852,0.6341463414634146,0.7207207207207207,0.7394957983193275,0.7659574468085107,0.627906976744186
SMP2020,2000,LoRA-Vanilla,2024,0.6724096758014078,0.6724096758014078,0.6866666666666666,0.6866666666666666,0.6501234078549146,0.9200666666666667,183.09446167945862,1.2321782112121582,1973.91162109375,0.88935,0.6542056074766356,0.5714285714285714,0.7586206896551725,0.7692307692307693,0.8172043010752689,0.463768115942029
SMP2020,2000,LoRA-Vanilla,1001,0.6405567785970171,0.640556778597017,0.67,0.6699999999999999,0.600057145239432,0.9274399999999999,144.4852373600006,1.194756031036377,1973.91162109375,0.88935,0.628099173553719,0.43589743589743596,0.7704918032786886,0.8461538461538461,0.75,0.41269841269841273
SMP2020,2000,LoRA-Vanilla,45,0.6840173986293866,0.6840173986293866,0.7,0.7000000000000001,0.6605778852705653,0.9277333333333334,153.71096420288086,1.1966989040374756,1973.91162109375,0.88935,0.6909090909090909,0.4675324675324675,0.7731092436974789,0.7540983606557377,0.8210526315789474,0.5974025974025975
SMP2020,2000,LoRA-Balanced,123,0.7389546005416486,0.7389546005416487,0.74,0.7399999999999999,0.7308246230008089,0.9419466666666666,145.41171550750732,1.1994121074676514,1973.912109375,0.88935,0.7289719626168225,0.6363636363636365,0.8113207547169812,0.8421052631578948,0.7959183673469388,0.6190476190476191
SMP2020,2000,LoRA-Balanced,789,0.7354678077526238,0.7354678077526238,0.7366666666666667,0.7366666666666665,0.7314801926215585,0.9330533333333334,143.07729482650757,1.198411464691162,1973.912109375,0.88935,0.673469387755102,0.6923076923076923,0.7850467289719626,0.8453608247422681,0.7572815533980584,0.6593406593406594
SMP2020,2000,LoRA-Balanced,2024,0.7148073098427709,0.7148073098427709,0.7133333333333334,0.7133333333333334,0.7094129824238993,0.9203333333333333,107.95659804344177,1.2168338298797607,1973.912109375,0.88935,0.702127659574468,0.5925925925925927,0.7428571428571428,0.8297872340425532,0.761904761904762,0.6595744680851063
SMP2020,2000,LoRA-Balanced,1001,0.719716898187624,0.7197168981876241,0.7233333333333334,0.7233333333333333,0.7125910695791506,0.9424800000000001,158.0972843170166,1.2063415050506592,1973.912109375,0.88935,0.7256637168141592,0.5934065934065934,0.7962962962962963,0.8125,0.76,0.6304347826086957
SMP2020,2000,LoRA-Balanced,45,0.7431379738467191,0.743137973846719,0.7433333333333333,0.7433333333333333,0.7366796859953475,0.9355599999999998,117.33987212181091,1.203390121459961,1973.912109375,0.88935,0.7010309278350516,0.6019417475728155,0.8113207547169812,0.8631578947368421,0.8076923076923077,0.6736842105263158
SMP2020,2000,LoRA-Ablation-NoMem,123,0.7268826215724458,0.7268826215724459,0.73,0.73,0.7145629249468666,0.9291866666666667,176.8059937953949,1.2311532497406006,2038.04833984375,6.209294,0.6607142857142857,0.6021505376344087,0.7719298245614036,0.8666666666666667,0.8256880733944953,0.6341463414634146
SMP2020,2000,LoRA-Ablation-NoMem,789,0.7395216041674475,0.7395216041674475,0.74,0.7400000000000001,0.7341112751321353,0.93392,155.78710341453552,1.266983985900879,2037.04833984375,6.209294,0.6451612903225806,0.6476190476190475,0.7962962962962963,0.8510638297872342,0.7735849056603773,0.7234042553191491
SMP2020,2000,LoRA-Ablation-NoMem,2024,0.7026783653157401,0.7026783653157401,0.7066666666666667,0.7066666666666667,0.6931979724473973,0.9322799999999999,172.4205334186554,1.2593178749084473,2037.04833984375,6.209294,0.6782608695652174,0.5833333333333334,0.7706422018348624,0.8235294117647058,0.7578947368421052,0.6024096385542169
SMP2020,2000,LoRA-Ablation-NoMem,1001,0.7208191510504515,0.7208191510504514,0.72,0.7200000000000001,0.7116988108182218,0.93644,150.5291130542755,1.241525411605835,2037.04833984375,6.209294,0.6117647058823529,0.6111111111111112,0.792079207920792,0.8131868131868132,0.7959183673469388,0.7008547008547008
SMP2020,2000,LoRA-Ablation-NoMem,45,0.7478239981087894,0.7478239981087895,0.75,0.75,0.741201954111594,0.9292933333333334,192.73858046531677,1.2533857822418213,2037.04833984375,6.209294,0.68,0.6382978723404256,0.8148148148148148,0.888888888888889,0.8118811881188118,0.6530612244897959
SMP2020,2000,LoRA-Ablation-NoHSP,123,0.7142397506558472,0.7142397506558472,0.7166666666666667,0.7166666666666668,0.7028096334905175,0.9342533333333335,128.2799162864685,1.53597092628479,1986.14892578125,1.578374,0.7079646017699115,0.5981308411214953,0.7766990291262137,0.8297872340425532,0.8118811881188118,0.5609756097560976
SMP2020,2000,LoRA-Ablation-NoHSP,789,0.7305851888551991,0.730585188855199,0.7333333333333333,0.7333333333333334,0.7209161479362731,0.9353466666666668,160.97114276885986,1.5380635261535645,1986.14892578125,1.578374,0.6530612244897959,0.6153846153846153,0.7962962962962963,0.8723404255319149,0.8035714285714286,0.6428571428571429
SMP2020,2000,LoRA-Ablation-NoHSP,2024,0.6935615743796784,0.6935615743796784,0.6933333333333334,0.6933333333333334,0.6866965809307106,0.9224,122.97163844108582,1.5474674701690674,1986.14892578125,1.578374,0.6818181818181819,0.5825242718446602,0.7254901960784313,0.8333333333333333,0.7321428571428572,0.6060606060606062
SMP2020,2000,LoRA-Ablation-NoHSP,1001,0.724886282102777,0.7248862821027771,0.7266666666666667,0.7266666666666667,0.7184876841160266,0.93932,165.0758662223816,1.5494682788848877,1986.14892578125,1.578374,0.6666666666666666,0.5777777777777778,0.8076923076923077,0.8247422680412372,0.7676767676767676,0.7047619047619048
SMP2020,2000,LoRA-Ablation-NoHSP,45,0.7395505069947336,0.7395505069947336,0.7433333333333333,0.7433333333333333,0.7340795366939894,0.9364266666666666,194.29989337921143,1.5114390850067139,1986.14892578125,1.578374,0.6739130434782609,0.6595744680851063,0.7962962962962963,0.8113207547169812,0.8431372549019608,0.6530612244897959
SMP2020,2000,LoRA-Ours,123,0.7305574693720608,0.7305574693720608,0.7333333333333333,0.7333333333333334,0.7212670276974524,0.9308933333333332,176.01274394989014,1.5566632747650146,2052.4931640625,6.898318,0.6526315789473685,0.58,0.8148148148148148,0.8478260869565217,0.8141592920353983,0.6739130434782609
